transaction_date,settlement_date,activity,symbol,quantity,price,total_amount,source_row,record_id,source_hash
2025-01-10,2025-01-13,Buy,MOAT,22.0,91.55,-2024.05,195,7d64c85259e0e36b,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-01-10,2025-01-13,Buy,VNQ,24.0,85.93,-2072.22,196,060ddf4e9dd5cb0e,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-01-10,2025-01-13,Buy,RSP,12.0,174.17,-2099.98,197,6e2abf375593d4a3,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-02-03,2025-02-04,Buy,PFF,64.0,31.51,-2026.59,188,094b80e36b187b51,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-02-03,2025-02-04,Buy,IWY,9.0,234.6,-2121.33,189,d9c7c8eebebdf4b4,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-02-03,2025-02-04,Buy,RSP,11.0,178.38,-1972.13,190,1e24dfd81b58f9d6,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-02-03,2025-02-04,Buy,VNQ,23.0,89.21,-2061.78,191,73a9ab3d559c6e23,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-02-03,2025-02-04,Buy,MOAT,22.0,93.72,-2071.79,192,9c5529ffdceae47f,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-02-06,2025-02-06,Dividend,PFF,3804.0,0.0,667.45,186,03da5a340a7c9e7c,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-02-06,2025-02-06,Non resident tax,PFF,3804.0,0.0,-100.11,187,99f1476f6a59c4f1,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-03-03,2025-03-04,Buy,PFF,63.0,31.52,-1995.4,181,41c4562188481989,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-03-03,2025-03-04,Buy,IWY,9.0,223.79,-2024.05,182,7ad1d433cb7f3f51,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-03-03,2025-03-04,Buy,VNQ,21.0,93.95,-1982.9,183,661fe7cd3cad6839,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-03-03,2025-03-04,Buy,MOAT,22.0,90.84,-2008.43,184,8dee1dc2cf351f8b,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-03-03,2025-03-04,Buy,RSP,11.0,177.76,-1965.31,185,f6f8292329c17f1a,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-03-06,2025-03-06,Dividend,PFF,3868.0,0.0,669.44,179,812d6007326d7345,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-03-06,2025-03-06,Non resident tax,PFF,3868.0,0.0,-100.41,180,ac5657c351ec033d,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-03-11,2025-03-12,Buy,PFF,64.0,30.79,-1980.44,174,ae2b608dc026cfc6,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-03-11,2025-03-12,Buy,IWY,9.0,210.76,-1906.82,175,4a3fdabc9dc66561,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-03-11,2025-03-12,Buy,RSP,11.0,171.36,-1894.9,176,48b0960d43142ec2,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-03-11,2025-03-12,Buy,VNQ,22.0,90.04,-1990.89,177,3683660270c25d1b,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-03-11,2025-03-12,Buy,MOAT,22.0,88.9,-1965.77,178,9002c7f041b974e9,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-03-21,2025-03-21,Dividend,IWY,607.0,0.0,143.7,172,872d057df6117dfa,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-03-21,2025-03-21,Non resident tax,IWY,607.0,0.0,-21.55,173,626450befb4db6bb,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-03-27,2025-03-27,Non resident tax,VNQ,1390.0,0.0,-194.3,170,8441c90686cc7744,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-03-27,2025-03-27,Dividend,VNQ,1390.0,0.0,1295.34,171,a3cb880f13d5db22,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-03-28,2025-03-28,Dividend,RSP,742.0,0.0,616.48,168,c981033484cd68b1,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-03-28,2025-03-28,Non resident tax,RSP,742.0,0.0,-92.47,169,f6fc31d6c4962d0c,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-04-03,2025-04-04,Buy,MOAT,24.0,84.42,-2036.03,163,795fe606310a4baa,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-04-03,2025-04-04,Buy,PFF,66.0,30.08,-1995.22,164,ab5b0b46f6c0cc40,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-04-03,2025-04-04,Buy,VNQ,22.0,89.3,-1974.46,165,4a232b991b78a5c9,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-04-03,2025-04-04,Buy,IWY,9.0,205.0,-1854.95,166,df802842928344ef,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-04-03,2025-04-04,Buy,RSP,11.0,168.47,-1863.11,167,428842beec5915cb,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-04-04,2025-04-07,Buy,RSP,13.0,159.64,-2085.26,156,e1bec57bd3c374b2,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-04-04,2025-04-04,Non resident tax,PFF,3995.0,0.0,-103.36,157,b2d1892f85831d4c,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-04-04,2025-04-07,Buy,PFF,68.0,29.46,-2013.23,158,100729efe7bb6fab,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-04-04,2025-04-07,Buy,MOAT,25.0,80.3,-2017.45,159,1b9ef13170c7add4,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-04-04,2025-04-04,Dividend,PFF,3995.0,0.0,689.13,160,e39fc7865de3f2d1,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-04-04,2025-04-07,Buy,IWY,10.0,194.79,-1957.84,161,fe7c4bd5c00a6f51,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-04-04,2025-04-07,Buy,VNQ,23.0,85.65,-1979.85,162,10376e99881b0d03,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-04-07,2025-04-08,Buy,IWY,11.0,187.47,-2072.16,151,263c3f58ea331990,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-04-07,2025-04-08,Buy,VNQ,25.0,81.77,-2054.2,152,dd9ebb751c133f99,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-04-07,2025-04-08,Buy,PFF,69.0,29.13,-2019.8,153,4c4b147643484a64,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-04-07,2025-04-08,Buy,MOAT,26.0,77.44,-2023.37,154,b829dc6ac9dd6306,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-04-07,2025-04-08,Buy,RSP,13.0,154.33,-2016.24,155,e3c4eec2bcc69538,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-05-06,2025-05-06,Dividend,PFF,4198.0,0.0,730.99,149,2d4a032727f1a910,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-05-06,2025-05-06,Non resident tax,PFF,4198.0,0.0,-109.64,150,58edf883d8632b0b,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-05-16,2025-05-19,Buy,PFF,65.0,30.54,-1994.74,144,545c8440bab38685,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-05-16,2025-05-19,Buy,IWY,9.0,232.59,-2103.26,145,6f7c02110e14f75a,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-05-16,2025-05-19,Buy,RSP,11.0,179.73,-1986.98,146,de3430443f239f72,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-05-16,2025-05-19,Buy,VNQ,22.0,90.21,-1994.49,147,35032066c9122395,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-05-16,2025-05-19,Buy,MOAT,22.0,91.27,-2017.89,148,8b1c3aa5e5fa988e,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-06-05,2025-06-05,Dividend,PFF,4263.0,0.0,744.21,142,c2ef7156e0cfb876,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-06-05,2025-06-05,Non resident tax,PFF,4263.0,0.0,-111.63,143,443b5ee5fbe0e4e5,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-06-13,2025-06-16,Buy,PFF,66.0,30.15,-1999.59,137,7a0e8db59c25818a,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-06-13,2025-06-16,Buy,IWY,8.0,236.41,-1901.23,138,17fe6affcec8fe67,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-06-13,2025-06-16,Buy,RSP,11.0,177.76,-1965.3,139,ed4d131ab5efe973,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-06-13,2025-06-16,Buy,VNQ,22.0,89.56,-1980.27,140,894008afa86ba407,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-06-13,2025-06-16,Buy,MOAT,21.0,91.43,-1929.96,141,3ab8411cc8674c8b,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-06-20,2025-06-20,Dividend,IWY,654.0,0.0,158.39,135,6cad543403c793b1,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-06-20,2025-06-20,Non resident tax,IWY,654.0,0.0,-23.75,136,012f9446fc7a7460,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-06-27,2025-06-27,Dividend,RSP,801.0,0.0,578.01,133,e0d6241879147b04,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-06-27,2025-06-27,Non resident tax,RSP,801.0,0.0,-86.7,134,2f5481135adfd628,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-06-30,2025-06-30,Non resident tax,VNQ,1504.0,0.0,-195.77,131,105b40204602816a,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-06-30,2025-06-30,Dividend,VNQ,1504.0,0.0,1305.17,132,674cc52a2d71153c,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-07-07,2025-07-07,Dividend,PFF,4329.0,0.0,751.92,124,5430775606d7c649,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-07-07,2025-07-07,Non resident tax,PFF,4329.0,0.0,-112.78,125,80948a39e13d5ae1,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-07-07,2025-07-08,Buy,VNQ,22.0,89.04,-1968.73,126,de0c0a04d301de75,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-07-07,2025-07-08,Buy,PFF,65.0,30.91,-2018.9,127,727c540f68fd27cf,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-07-07,2025-07-08,Buy,MOAT,20.0,95.91,-1928.14,128,7bd45a5e09b3b68f,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-07-07,2025-07-08,Buy,IWY,8.0,246.48,-1981.78,129,42e10d7562068fc1,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-07-07,2025-07-08,Buy,RSP,11.0,183.37,-2026.97,130,cdeefd7e6b54e0b3,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-08-01,2025-08-04,Buy,PFF,396.0,31.01,-12289.35,118,59d37e44e447dcdf,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-08-01,2025-08-04,Sell,MOAT,-1538.0,95.63,147068.99,119,135887eaace55c94,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-08-01,2025-08-04,Buy,VNQ,143.0,88.98,-12734.08,120,5ea3dba31c2dac3a,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-08-01,2025-08-04,Buy,RSP,7.0,181.16,-1278.06,121,a195a1a38c936780,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-08-01,2025-08-04,Buy,SPMO,1310.0,113.34,-148474.24,122,63a6f9d5182e4280,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-08-01,2025-08-04,Sell,IWY,-70.0,250.25,17507.56,123,f9987ecde156b399,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-08-06,2025-08-06,Dividend,PFF,4394.0,0.0,712.41,116,63d007fbeffd0a24,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-08-06,2025-08-06,Non resident tax,PFF,4394.0,0.0,-106.86,117,3e89be1e34c92fd2,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-09-02,2025-09-03,Buy,PFF,64.0,31.26,-2010.59,111,0ffe5227fc0e8e15,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-09-02,2025-09-03,Buy,IWY,8.0,254.71,-2047.59,112,a5be45d76c235155,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-09-02,2025-09-03,Buy,SPMO,18.0,115.03,-2080.45,113,ffea047d757faccd,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-09-02,2025-09-03,Buy,RSP,11.0,186.73,-2063.98,114,ca319f653cd2cc01,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-09-02,2025-09-03,Buy,VNQ,22.0,91.09,-2013.92,115,64f7042a59df8b9c,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-09-05,2025-09-05,Non resident tax,PFF,4790.0,0.0,-115.48,109,c40b9c04a574ffc2,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-09-05,2025-09-05,Dividend,PFF,4790.0,0.0,769.93,110,02cf41fe88baf6bf,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-09-19,2025-09-19,Dividend,IWY,600.0,0.0,156.02,107,9e2b49ba8bf02cea,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-09-19,2025-09-19,Non resident tax,IWY,600.0,0.0,-23.4,108,f811de7ad826aae2,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-09-26,2025-09-26,Non resident tax,VNQ,1691.0,0.0,-221.08,101,b58e2aca972a59af,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-09-26,2025-09-26,Dividend,VNQ,1691.0,0.0,1473.88,102,312253a2d87c714c,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-09-26,2025-09-26,Non resident tax,SPMO,1328.0,0.0,-38.18,103,f9bbc95c9ca7d8f3,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-09-26,2025-09-26,Dividend,SPMO,1328.0,0.0,254.59,104,be705b6e28420479,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-09-26,2025-09-26,Non resident tax,RSP,830.0,0.0,-102.1,105,568a6903187007fd,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-09-26,2025-09-26,Dividend,RSP,830.0,0.0,680.71,106,5dc5a8e939bba8d5,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-10-06,2025-10-06,Non resident tax,PFF,4854.0,0.0,-124.31,99,6b398d22437336bb,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-10-06,2025-10-06,Dividend,PFF,4854.0,0.0,828.74,100,2044bc1a3ef842cb,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-10-09,2025-10-10,Buy,SPMO,16.0,121.56,-1954.9,94,ffee79f80c5747a8,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-10-09,2025-10-10,Buy,RSP,11.0,189.15,-2090.6,95,4ca809673dfc0dc3,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-10-09,2025-10-10,Buy,VNQ,22.0,89.06,-1969.16,96,4a90d7b2d194c000,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-10-09,2025-10-10,Buy,PFF,63.0,31.52,-1995.5,97,bff36e10e15ab709,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-10-09,2025-10-10,Buy,IWY,7.0,276.86,-1947.96,98,4148b1e8258e02db,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-11-06,2025-11-06,Non resident tax,PFF,4917.0,0.0,-125.9,92,9ae27dc58eea02f2,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-11-06,2025-11-06,Dividend,PFF,4917.0,0.0,839.37,93,f973193017704bd4,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-11-13,2025-11-14,Buy,SPMO,17.0,117.7,-2010.84,87,f0dad58b6e9f338e,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-11-13,2025-11-14,Buy,VNQ,23.0,89.58,-2070.29,88,a059284890ffbf46,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-11-13,2025-11-14,Buy,RSP,11.0,188.27,-2080.92,89,ab33867e91034351,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-11-13,2025-11-14,Buy,IWY,7.0,275.15,-1935.97,90,2d613b0f2dad8afe,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-11-13,2025-11-14,Buy,PFF,64.0,30.88,-1986.26,91,2565a942ab26be8d,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-12-04,2025-12-04,Non resident tax,PFF,4981.0,0.0,-131.16,85,51ce14697ad93e85,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-12-04,2025-12-04,Dividend,PFF,4981.0,0.0,874.4,86,6b3316a789717cd9,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-12-16,2025-12-17,Buy,PFF,64.0,31.05,-1997.14,80,8c6e91a32c88ddc0,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-12-16,2025-12-17,Buy,IWY,7.0,272.32,-1916.19,81,09ce2a05465014b2,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-12-16,2025-12-17,Buy,SPMO,17.0,118.19,-2019.18,82,40a94c1c5a80bb47,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-12-16,2025-12-17,Buy,RSP,10.0,191.8,-1927.95,83,7e9682bc1f75d94c,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-12-16,2025-12-17,Buy,VNQ,22.0,89.05,-1969.02,84,6480ba7eba48860c,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-12-19,2025-12-19,Dividend,IWY,614.0,0.0,163.4,78,4a2f26b120680320,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-12-19,2025-12-19,Non resident tax,IWY,614.0,0.0,-24.51,79,d68013ca23e0c281,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-12-24,2025-12-24,Dividend,PFF,5045.0,0.0,332.38,74,23ca7446f86b4b7a,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-12-24,2025-12-24,Non resident tax,PFF,5045.0,0.0,-49.85,75,7667238e1d3ea982,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-12-24,2025-12-24,Dividend,VNQ,1758.0,0.0,1407.28,76,9b9e2bc1da3586ce,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-12-24,2025-12-24,Non resident tax,VNQ,1758.0,0.0,-211.09,77,cd127c10ecd017a1,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-12-29,2025-12-29,Dividend,SPMO,1378.0,0.0,400.89,70,f792ebed8bb04830,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-12-29,2025-12-29,Non resident tax,SPMO,1378.0,0.0,-60.13,71,062c80c26611d38a,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-12-29,2025-12-29,Dividend,RSP,862.0,0.0,658.3,72,252fcdf748488617,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2025-12-29,2025-12-29,Non resident tax,RSP,862.0,0.0,-98.74,73,19a8eb9547f070d8,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2026-01-08,2026-01-09,Buy,PFF,65.0,31.35,-2047.7,65,d8847daf24388d00,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2026-01-08,2026-01-09,Buy,IWY,8.0,278.03,-2234.19,66,93f6354121604508,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2026-01-08,2026-01-09,Buy,VNQ,23.0,88.14,-2037.17,67,2d3def61e1cf7034,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2026-01-08,2026-01-09,Buy,RSP,11.0,194.38,-2148.13,68,bc66251a5da6984b,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2026-01-08,2026-01-09,Buy,SPMO,17.0,120.13,-2052.16,69,f7726cb5e74421d1,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2026-02-03,2026-02-04,Buy,PFF,65.0,31.3,-2044.39,60,066cb1dbb03654ae,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2026-02-03,2026-02-04,Buy,SPMO,17.0,118.74,-2028.49,61,c658e6c82546ad12,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2026-02-03,2026-02-04,Buy,VNQ,22.0,89.65,-1982.19,62,ee38752e121faba3,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2026-02-03,2026-02-04,Buy,IWY,7.0,266.84,-1877.8,63,8eab9dbac70cb95f,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2026-02-03,2026-02-04,Buy,RSP,10.0,198.24,-1992.35,64,4b968eba9bdbe9ab,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2026-02-05,2026-02-05,Non resident tax,PFF,5110.0,0.0,-135.84,58,92a40399e3bbfe5d,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2026-02-05,2026-02-05,Dividend,PFF,5110.0,0.0,905.62,59,ff2c57bd8761c7d6,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2026-03-03,2026-03-04,Buy,RSP,9.0,202.02,-1828.09,53,607a147cd238875a,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2026-03-03,2026-03-04,Buy,IWY,7.0,261.56,-1840.87,54,be396248368d019f,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2026-03-03,2026-03-04,Buy,PFF,63.0,31.27,-1979.65,55,78850c5c0ab4c790,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2026-03-03,2026-03-04,Buy,VNQ,20.0,95.37,-1917.35,56,423ae36b4e560341,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2026-03-03,2026-03-04,Buy,SPMO,17.0,119.2,-2036.34,57,a34995ac386e1a26,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2026-03-05,2026-03-05,Non resident tax,PFF,5175.0,0.0,-24.19,51,68513f4a2bfd86ab,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2026-03-05,2026-03-05,Dividend,PFF,5175.0,0.0,161.29,52,37c7a6a60cc748bb,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2026-03-09,2026-03-10,Buy,PFF,64.0,30.95,-1990.65,46,a330d8487f929da7,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2026-03-09,2026-03-10,Buy,VNQ,21.0,92.11,-1944.23,47,47e2c1dfb8e68a66,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2026-03-09,2026-03-10,Buy,RSP,10.0,194.82,-1958.14,48,c3aab42d9ec57f05,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2026-03-09,2026-03-10,Buy,SPMO,17.0,116.6,-1992.15,49,08bf2203d40f2e39,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2026-03-09,2026-03-10,Buy,IWY,7.0,257.79,-1814.47,50,bb37ad5cbcc1b061,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2026-03-20,2026-03-20,Dividend,IWY,650.0,0.0,130.71,44,81f176d51538c40d,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2026-03-20,2026-03-20,Non resident tax,IWY,650.0,0.0,-19.61,45,ccb09d16fad63b3e,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2026-03-26,2026-03-26,Non resident tax,VNQ,1844.0,0.0,-261.58,42,2179c5c15646b2c7,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2026-03-26,2026-03-26,Dividend,VNQ,1844.0,0.0,1743.87,43,7da4b0b1bc3232a8,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
2026-03-27,2026-03-27,Dividend,RSP,902.0,0.0,731.98,38,f7ebec330992ddba,37b647d13b92c0c056b10f28de8d960194e9976c31302d45e787470ecce5cd12
