strategy,date,total_value,cash,market_value,principal_invested,margin_used,return_on_principal_cap,drawdown_from_strategy_high,weight_159530,weight_159994,weight_515260,weight_159516,weight_159538
enhanced_overheat_plan_cash,2026-07-02,580001.06,0.0,580001.06,400000.0,0.0,0.450003,-0.085055,0.213186,0.267498,0.209005,0.216127,0.094184
enhanced_overheat_plan_cash,2026-07-03,589255.41,0.0,589255.41,400000.0,0.0,0.473139,-0.070456,0.228073,0.267167,0.205921,0.205143,0.093696
enhanced_overheat_plan_margin,2026-01-05,400000.0,240000.0,160000.0,160000.0,0.0,0.0,0.0,0.3,0.25,0.2,0.15,0.1
enhanced_overheat_plan_margin,2026-01-06,401990.03,240000.0,161990.03,160000.0,0.0,0.004975,0.0,0.298719,0.246799,0.200729,0.153413,0.100339
enhanced_overheat_plan_margin,2026-01-07,403663.32,240000.0,163663.32,160000.0,0.0,0.009158,0.0,0.292187,0.245556,0.198964,0.163235,0.100058
enhanced_overheat_plan_margin,2026-01-08,403894.92,240000.0,163894.92,160000.0,0.0,0.009737,0.0,0.296161,0.242525,0.198682,0.161661,0.100971
enhanced_overheat_plan_margin,2026-01-09,405134.63,240000.0,165134.63,160000.0,0.0,0.012837,0.0,0.2992,0.241212,0.198327,0.160003,0.101258
enhanced_overheat_plan_margin,2026-01-12,408963.62,160000.0,248963.62,240000.0,0.0,0.022409,0.0,0.300993,0.243945,0.197511,0.155684,0.101867
enhanced_overheat_plan_margin,2026-01-13,401735.56,160000.0,241735.56,240000.0,0.0,0.004339,-0.017674,0.302334,0.243355,0.196799,0.155238,0.102274
enhanced_overheat_plan_margin,2026-01-14,403744.61,160000.0,243744.61,240000.0,0.0,0.009362,-0.012762,0.296949,0.243913,0.19746,0.157447,0.104231
enhanced_overheat_plan_margin,2026-01-15,406905.0,160000.0,246905.0,240000.0,0.0,0.017262,-0.005034,0.29047,0.24446,0.198594,0.163699,0.102777
enhanced_overheat_plan_margin,2026-01-16,412906.72,160000.0,252906.72,240000.0,0.0,0.032267,0.0,0.292466,0.241747,0.199107,0.16511,0.10157
enhanced_overheat_plan_margin,2026-01-19,411608.98,160000.0,251608.98,240000.0,0.0,0.029022,-0.003143,0.295201,0.240138,0.197922,0.165117,0.101622
enhanced_overheat_plan_margin,2026-01-20,407625.48,160000.0,247625.48,240000.0,0.0,0.019064,-0.01279,0.295499,0.237945,0.197455,0.166743,0.102358
enhanced_overheat_plan_margin,2026-01-21,411651.22,160000.0,251651.22,240000.0,0.0,0.029128,-0.003041,0.293399,0.23687,0.200376,0.164329,0.105025
enhanced_overheat_plan_margin,2026-01-22,411793.93,160000.0,251793.93,240000.0,0.0,0.029485,-0.002695,0.292008,0.241823,0.200263,0.160351,0.105555
enhanced_overheat_plan_margin,2026-01-23,413042.9,160000.0,253042.9,240000.0,0.0,0.032607,0.0,0.29527,0.237913,0.19845,0.163509,0.104858
enhanced_overheat_plan_margin,2026-01-26,406487.01,160000.0,246487.01,240000.0,0.0,0.016218,-0.015872,0.290784,0.241199,0.200342,0.160871,0.106804
enhanced_overheat_plan_margin,2026-01-27,409624.66,160000.0,249624.66,240000.0,0.0,0.024062,-0.008276,0.287658,0.243549,0.199495,0.162171,0.107126
enhanced_overheat_plan_margin,2026-01-28,409413.74,160000.0,249413.74,240000.0,0.0,0.023534,-0.008786,0.2826,0.244757,0.200222,0.164609,0.107812
enhanced_overheat_plan_margin,2026-01-29,402793.13,160000.0,242793.13,240000.0,0.0,0.006983,-0.024815,0.285222,0.246284,0.199379,0.16148,0.107635
enhanced_overheat_plan_margin,2026-01-30,403792.02,160000.0,243792.02,240000.0,0.0,0.00948,-0.022397,0.282607,0.250145,0.199133,0.160556,0.107559
enhanced_overheat_plan_margin,2026-02-02,395894.77,80000.0,315894.77,320000.0,0.0,-0.010263,-0.041517,0.289891,0.250823,0.199047,0.15557,0.104669
enhanced_overheat_plan_margin,2026-02-03,403528.74,80000.0,323528.74,320000.0,0.0,0.008822,-0.023034,0.290805,0.250976,0.196657,0.156942,0.10462
enhanced_overheat_plan_margin,2026-02-04,398353.2,80000.0,318353.2,320000.0,0.0,-0.004117,-0.035565,0.294219,0.247574,0.195751,0.158964,0.103492
enhanced_overheat_plan_margin,2026-02-05,393798.23,80000.0,313798.23,320000.0,0.0,-0.015504,-0.046592,0.292208,0.246906,0.196512,0.161002,0.103372
enhanced_overheat_plan_margin,2026-02-06,394309.81,80000.0,314309.81,320000.0,0.0,-0.014225,-0.045354,0.296864,0.244643,0.196192,0.159845,0.102457
enhanced_overheat_plan_margin,2026-02-09,402836.53,80000.0,322836.53,320000.0,0.0,0.007091,-0.02471,0.293464,0.248278,0.196212,0.159021,0.103025
enhanced_overheat_plan_margin,2026-02-10,404627.56,80000.0,324627.56,320000.0,0.0,0.011569,-0.020374,0.294237,0.247423,0.196853,0.157884,0.103602
enhanced_overheat_plan_margin,2026-02-11,400385.41,80000.0,320385.41,320000.0,0.0,0.000964,-0.030644,0.294777,0.246264,0.196839,0.158306,0.103813
enhanced_overheat_plan_margin,2026-02-12,404260.09,80000.0,324260.09,320000.0,0.0,0.01065,-0.021264,0.293834,0.247188,0.196501,0.157369,0.105108
enhanced_overheat_plan_margin,2026-02-13,404119.79,80000.0,324119.79,320000.0,0.0,0.010299,-0.021603,0.29562,0.244458,0.19601,0.158999,0.104912
enhanced_overheat_plan_margin,2026-02-24,406548.9,80000.0,326548.9,320000.0,0.0,0.016372,-0.015722,0.291225,0.249295,0.197124,0.158764,0.103592
enhanced_overheat_plan_margin,2026-02-25,410132.06,80000.0,330132.06,320000.0,0.0,0.02533,-0.007047,0.288246,0.248614,0.197245,0.164199,0.101697
enhanced_overheat_plan_margin,2026-02-26,414007.82,80000.0,334007.82,320000.0,0.0,0.03502,0.0,0.283112,0.252486,0.199145,0.163978,0.101279
enhanced_overheat_plan_margin,2026-02-27,410040.53,80000.0,330040.53,320000.0,0.0,0.025101,-0.009583,0.284525,0.250962,0.198995,0.162369,0.103149
enhanced_overheat_plan_margin,2026-03-02,405790.64,80000.0,325790.64,320000.0,0.0,0.014477,-0.019848,0.280535,0.256288,0.199587,0.161379,0.102211
enhanced_overheat_plan_margin,2026-03-03,390482.9,80000.0,310482.9,320000.0,0.0,-0.023793,-0.056822,0.279552,0.259772,0.199512,0.160094,0.101071
enhanced_overheat_plan_margin,2026-03-04,389360.1,80000.0,309360.1,320000.0,0.0,-0.0266,-0.059534,0.279601,0.259093,0.199331,0.16022,0.101755
enhanced_overheat_plan_margin,2026-03-05,394534.88,80000.0,314534.88,320000.0,0.0,-0.013663,-0.047035,0.27804,0.260411,0.199611,0.160178,0.101761
enhanced_overheat_plan_margin,2026-03-06,394861.23,80000.0,314861.23,320000.0,0.0,-0.012847,-0.046247,0.280787,0.25961,0.199404,0.158046,0.102153
enhanced_overheat_plan_margin,2026-03-09,389903.49,80000.0,309903.49,320000.0,0.0,-0.025241,-0.058222,0.28258,0.257291,0.199583,0.156127,0.104419
enhanced_overheat_plan_margin,2026-03-10,399343.4,0.0,399343.4,400000.0,0.0,-0.001641,-0.035421,0.285374,0.258748,0.199154,0.154238,0.102487
enhanced_overheat_plan_margin,2026-03-11,398224.1,0.0,398224.1,400000.0,0.0,-0.00444,-0.038124,0.285986,0.260776,0.199127,0.152741,0.10137
enhanced_overheat_plan_margin,2026-03-12,393288.23,0.0,393288.23,400000.0,0.0,-0.016779,-0.050046,0.285727,0.26115,0.199548,0.152171,0.101404
enhanced_overheat_plan_margin,2026-03-13,388773.29,0.0,388773.29,400000.0,0.0,-0.028067,-0.060952,0.284568,0.261251,0.200664,0.1525,0.101017
enhanced_overheat_plan_margin,2026-03-16,393136.96,0.0,393136.96,400000.0,0.0,-0.017158,-0.050412,0.281987,0.262569,0.200813,0.15294,0.101691
enhanced_overheat_plan_margin,2026-03-17,382428.99,0.0,382428.99,400000.0,0.0,-0.043928,-0.076276,0.284936,0.259081,0.201244,0.152746,0.101993
enhanced_overheat_plan_margin,2026-03-18,391083.42,0.0,391083.42,400000.0,0.0,-0.022291,-0.055372,0.280565,0.263418,0.200374,0.152671,0.102972
enhanced_overheat_plan_margin,2026-03-19,383346.11,0.0,383346.11,400000.0,0.0,-0.041635,-0.074061,0.278727,0.266842,0.199849,0.152199,0.102384
enhanced_overheat_plan_margin,2026-03-20,379909.69,0.0,379909.69,400000.0,0.0,-0.050226,-0.082361,0.27587,0.27062,0.200427,0.152656,0.100428
enhanced_overheat_plan_margin,2026-03-23,362827.31,0.0,412827.31,400000.0,50000.0,-0.092932,-0.123622,0.282693,0.266517,0.19905,0.152219,0.099522
enhanced_overheat_plan_margin,2026-03-24,368866.42,0.0,418866.42,400000.0,50000.0,-0.077834,-0.109035,0.282141,0.266861,0.198402,0.152392,0.100203
enhanced_overheat_plan_margin,2026-03-25,380983.62,0.0,430983.62,400000.0,50000.0,-0.047541,-0.079767,0.279044,0.269939,0.198378,0.152618,0.100022
enhanced_overheat_plan_margin,2026-03-26,372667.15,0.0,422667.15,400000.0,50000.0,-0.068332,-0.099855,0.28248,0.268888,0.197248,0.152148,0.099237
enhanced_overheat_plan_margin,2026-03-27,373449.84,0.0,423449.84,400000.0,50000.0,-0.066375,-0.097964,0.282983,0.264801,0.197511,0.155521,0.099184
enhanced_overheat_plan_margin,2026-03-30,374983.83,0.0,424983.83,400000.0,50000.0,-0.06254,-0.094259,0.281349,0.266046,0.195234,0.159067,0.098305
enhanced_overheat_plan_margin,2026-03-31,365389.22,0.0,415389.22,400000.0,50000.0,-0.086527,-0.117434,0.284503,0.265717,0.195902,0.156437,0.097441
enhanced_overheat_plan_margin,2026-04-01,376696.25,0.0,426696.25,400000.0,50000.0,-0.058259,-0.090123,0.28429,0.266897,0.196008,0.154895,0.09791
enhanced_overheat_plan_margin,2026-04-02,365062.61,0.0,415062.61,400000.0,50000.0,-0.087343,-0.118223,0.285145,0.267335,0.196376,0.153693,0.09745
enhanced_overheat_plan_margin,2026-04-03,365464.0,0.0,415464.0,400000.0,50000.0,-0.08634,-0.117253,0.280898,0.272142,0.196507,0.153163,0.09729
enhanced_overheat_plan_margin,2026-04-07,366919.44,0.0,416919.44,400000.0,50000.0,-0.082701,-0.113738,0.279085,0.271473,0.198372,0.153389,0.097681
enhanced_overheat_plan_margin,2026-04-08,394354.46,0.0,444354.46,400000.0,50000.0,-0.014114,-0.047471,0.275923,0.274447,0.197495,0.154811,0.097324
enhanced_overheat_plan_margin,2026-04-09,394613.11,0.0,444613.11,400000.0,50000.0,-0.013467,-0.046846,0.271662,0.277443,0.197979,0.156148,0.096768
enhanced_overheat_plan_margin,2026-04-10,405409.77,2536.23,427873.54,400000.0,25000.0,0.013524,-0.020768,0.269845,0.280168,0.199043,0.154318,0.096625
enhanced_overheat_plan_margin,2026-04-13,406336.62,2536.23,428800.39,400000.0,25000.0,0.015842,-0.018529,0.268504,0.280848,0.200652,0.152245,0.097751
enhanced_overheat_plan_margin,2026-04-14,416006.47,2536.23,438470.24,400000.0,25000.0,0.040016,0.0,0.267215,0.280943,0.200214,0.153482,0.098147
enhanced_overheat_plan_margin,2026-04-15,410437.29,2536.23,432901.06,400000.0,25000.0,0.026093,-0.013387,0.268213,0.279462,0.201059,0.152699,0.098568
enhanced_overheat_plan_margin,2026-04-16,418904.6,2536.23,441368.37,400000.0,25000.0,0.047262,0.0,0.26859,0.282346,0.199182,0.151967,0.097915
enhanced_overheat_plan_margin,2026-04-17,426369.89,6399.09,419970.81,400000.0,0.0,0.065925,0.0,0.265051,0.290706,0.198549,0.149574,0.09612
enhanced_overheat_plan_margin,2026-04-20,432308.36,6399.09,425909.27,400000.0,0.0,0.080771,0.0,0.263309,0.290789,0.200442,0.148965,0.096494
enhanced_overheat_plan_margin,2026-04-21,430882.65,6399.09,424483.57,400000.0,0.0,0.077207,-0.003298,0.263302,0.293475,0.20029,0.14749,0.095443
enhanced_overheat_plan_margin,2026-04-22,444196.4,6399.09,437797.31,400000.0,0.0,0.110491,0.0,0.257542,0.299228,0.200868,0.147154,0.095208
enhanced_overheat_plan_margin,2026-04-23,439067.46,6399.09,432668.38,400000.0,0.0,0.097669,-0.011547,0.256223,0.30014,0.20136,0.147122,0.095155
enhanced_overheat_plan_margin,2026-04-24,434700.1,6399.09,428301.01,400000.0,0.0,0.08675,-0.021379,0.256185,0.292553,0.203958,0.149928,0.097376
enhanced_overheat_plan_margin,2026-04-27,448193.95,6399.09,441794.87,400000.0,0.0,0.120485,0.0,0.253842,0.288544,0.205923,0.154205,0.097486
enhanced_overheat_plan_margin,2026-04-28,440941.7,6399.09,434542.61,400000.0,0.0,0.102354,-0.016181,0.251809,0.287636,0.206672,0.156618,0.097265
enhanced_overheat_plan_margin,2026-04-29,442937.1,6399.09,436538.02,400000.0,0.0,0.107343,-0.011729,0.254298,0.287508,0.205193,0.155902,0.097099
enhanced_overheat_plan_margin,2026-04-30,451315.73,6399.09,444916.64,400000.0,0.0,0.128289,0.0,0.254442,0.281861,0.207366,0.157835,0.098497
enhanced_overheat_plan_margin,2026-05-06,465915.21,6399.09,459516.12,400000.0,0.0,0.164788,0.0,0.252121,0.279221,0.20891,0.156013,0.103734
enhanced_overheat_plan_margin,2026-05-07,478044.79,6399.09,471645.71,400000.0,0.0,0.195112,0.0,0.252697,0.283686,0.207252,0.155557,0.100809
enhanced_overheat_plan_margin,2026-05-08,478402.08,6399.09,472003.0,400000.0,0.0,0.196005,0.0,0.25972,0.28435,0.204621,0.15233,0.098979
enhanced_overheat_plan_margin,2026-05-11,496207.73,6399.09,489808.64,400000.0,0.0,0.240519,0.0,0.250742,0.284593,0.207196,0.156921,0.100548
enhanced_overheat_plan_margin,2026-05-12,496506.13,6399.09,490107.04,400000.0,0.0,0.241265,0.0,0.24781,0.286534,0.206355,0.160105,0.099196
enhanced_overheat_plan_margin,2026-05-13,511581.38,6399.09,505182.29,400000.0,0.0,0.278953,0.0,0.242363,0.289882,0.207133,0.161689,0.098933
enhanced_overheat_plan_margin,2026-05-14,498822.84,6399.09,492423.76,400000.0,0.0,0.247057,-0.024939,0.240959,0.29129,0.207519,0.162047,0.098186
enhanced_overheat_plan_margin,2026-05-15,503018.13,6399.09,496619.04,400000.0,0.0,0.257545,-0.016739,0.25157,0.282359,0.202238,0.167995,0.095837
enhanced_overheat_plan_margin,2026-05-18,511546.85,6399.09,505147.76,400000.0,0.0,0.278867,-6.8e-05,0.252266,0.282721,0.202061,0.167095,0.095857
enhanced_overheat_plan_margin,2026-05-19,521511.35,6399.09,515112.27,400000.0,0.0,0.303778,0.0,0.250324,0.27846,0.20314,0.172137,0.095939
enhanced_overheat_plan_margin,2026-05-20,528771.38,6399.09,522372.29,400000.0,0.0,0.321928,0.0,0.243369,0.275978,0.205011,0.178707,0.096935
enhanced_overheat_plan_margin,2026-05-21,515963.38,6399.09,509564.3,400000.0,0.0,0.289908,-0.024222,0.253198,0.271932,0.205122,0.174149,0.095599
enhanced_overheat_plan_margin,2026-05-22,531655.93,6399.09,525256.85,400000.0,0.0,0.32914,0.0,0.248371,0.278409,0.207665,0.170542,0.095013
enhanced_overheat_plan_margin,2026-05-25,551708.28,6399.09,545309.19,400000.0,0.0,0.379271,0.0,0.240209,0.279955,0.210737,0.172984,0.096115
enhanced_overheat_plan_margin,2026-05-26,548186.78,6399.09,541787.69,400000.0,0.0,0.370467,-0.006383,0.240094,0.282157,0.212969,0.169208,0.095572
enhanced_overheat_plan_margin,2026-05-27,532805.15,6399.09,526406.07,400000.0,0.0,0.332013,-0.034263,0.236472,0.288039,0.212758,0.167648,0.095083
enhanced_overheat_plan_margin,2026-05-28,537733.34,6399.09,531334.26,400000.0,0.0,0.344333,-0.02533,0.230861,0.293365,0.213422,0.168197,0.094155
enhanced_overheat_plan_margin,2026-05-29,516816.63,6399.09,510417.54,400000.0,0.0,0.292042,-0.063243,0.228461,0.298686,0.213474,0.16537,0.094009
enhanced_overheat_plan_margin,2026-06-01,498215.2,6399.09,491816.11,400000.0,0.0,0.245538,-0.096959,0.232948,0.298393,0.211575,0.16239,0.094695
enhanced_overheat_plan_margin,2026-06-02,512830.24,6399.09,506431.16,400000.0,0.0,0.282076,-0.070468,0.228915,0.305539,0.211926,0.160601,0.093019
enhanced_overheat_plan_margin,2026-06-03,525619.74,6399.09,519220.66,400000.0,0.0,0.314049,-0.047287,0.224296,0.310189,0.211879,0.16122,0.092415
enhanced_overheat_plan_margin,2026-06-04,534193.13,6399.09,527794.05,400000.0,0.0,0.335483,-0.031747,0.222087,0.3079,0.213526,0.164559,0.091928
enhanced_overheat_plan_margin,2026-06-05,524896.13,6399.09,518497.04,400000.0,0.0,0.31224,-0.048598,0.238182,0.301627,0.20812,0.162389,0.089682
enhanced_overheat_plan_margin,2026-06-08,511979.94,6399.09,505580.85,400000.0,0.0,0.27995,-0.07201,0.249356,0.297649,0.203966,0.161147,0.087882
enhanced_overheat_plan_margin,2026-06-09,535531.83,6399.09,529132.74,400000.0,0.0,0.33883,-0.029321,0.239401,0.300853,0.205261,0.166652,0.087833
enhanced_overheat_plan_margin,2026-06-10,522974.93,6399.09,516575.84,400000.0,0.0,0.307437,-0.052081,0.235992,0.295928,0.204147,0.174625,0.089309
enhanced_overheat_plan_margin,2026-06-11,519882.25,6399.09,513483.16,400000.0,0.0,0.299706,-0.057686,0.226655,0.294481,0.204466,0.18493,0.089467
enhanced_overheat_plan_margin,2026-06-12,514276.13,6399.09,507877.04,400000.0,0.0,0.28569,-0.067848,0.226922,0.295079,0.205574,0.182019,0.090407
enhanced_overheat_plan_margin,2026-06-15,543347.68,6399.09,536948.6,400000.0,0.0,0.358369,-0.015154,0.222951,0.298597,0.208363,0.180362,0.089727
enhanced_overheat_plan_margin,2026-06-16,550709.8,6399.09,544310.72,400000.0,0.0,0.376775,-0.00181,0.22355,0.301413,0.207262,0.17895,0.088826
enhanced_overheat_plan_margin,2026-06-17,569112.24,6399.09,562713.15,400000.0,0.0,0.422781,0.0,0.214356,0.299844,0.209408,0.185887,0.090505
enhanced_overheat_plan_margin,2026-06-18,587494.14,6399.09,581095.06,400000.0,0.0,0.468735,0.0,0.214217,0.301595,0.21022,0.182893,0.091075
enhanced_overheat_plan_margin,2026-06-22,594526.05,6399.09,588126.97,400000.0,0.0,0.486315,0.0,0.207281,0.302395,0.210883,0.186765,0.092676
enhanced_overheat_plan_margin,2026-06-23,578532.29,6399.09,572133.2,400000.0,0.0,0.446331,-0.026902,0.208314,0.297805,0.209838,0.191498,0.092544
enhanced_overheat_plan_margin,2026-06-24,598360.44,6399.09,591961.35,400000.0,0.0,0.495901,0.0,0.202487,0.296759,0.212082,0.195117,0.093555
enhanced_overheat_plan_margin,2026-06-25,616107.26,6399.09,609708.18,400000.0,0.0,0.540268,0.0,0.194111,0.29917,0.215486,0.195053,0.09618
enhanced_overheat_plan_margin,2026-06-26,599014.87,6399.09,592615.78,400000.0,0.0,0.497537,-0.027743,0.19026,0.289436,0.215198,0.207753,0.097352
enhanced_overheat_plan_margin,2026-06-29,613473.75,6399.09,607074.66,400000.0,0.0,0.533684,-0.004274,0.185854,0.27947,0.214689,0.221106,0.098882
enhanced_overheat_plan_margin,2026-06-30,640318.1,6399.09,633919.02,400000.0,0.0,0.600795,0.0,0.192069,0.279243,0.214072,0.217695,0.096921
enhanced_overheat_plan_margin,2026-07-01,631529.69,6399.09,625130.61,400000.0,0.0,0.578824,-0.013725,0.199732,0.2709,0.21073,0.222767,0.09587
enhanced_overheat_plan_margin,2026-07-02,586400.15,6399.09,580001.06,400000.0,0.0,0.466,-0.084205,0.213186,0.267498,0.209005,0.216127,0.094184
enhanced_overheat_plan_margin,2026-07-03,595654.49,6399.09,589255.41,400000.0,0.0,0.489136,-0.069752,0.228073,0.267167,0.205921,0.205143,0.093696
monthly_dca_cash,2026-01-05,400000.0,240000.0,160000.0,160000.0,0.0,0.0,0.0,0.3,0.25,0.2,0.15,0.1
monthly_dca_cash,2026-01-06,401990.03,240000.0,161990.03,160000.0,0.0,0.004975,0.0,0.298719,0.246799,0.200729,0.153413,0.100339
monthly_dca_cash,2026-01-07,403663.32,240000.0,163663.32,160000.0,0.0,0.009158,0.0,0.292187,0.245556,0.198964,0.163235,0.100058
monthly_dca_cash,2026-01-08,403894.92,240000.0,163894.92,160000.0,0.0,0.009737,0.0,0.296161,0.242525,0.198682,0.161661,0.100971
monthly_dca_cash,2026-01-09,405134.63,240000.0,165134.63,160000.0,0.0,0.012837,0.0,0.2992,0.241212,0.198327,0.160003,0.101258
monthly_dca_cash,2026-01-12,408963.62,240000.0,168963.62,160000.0,0.0,0.022409,0.0,0.301463,0.241078,0.196332,0.158375,0.102752
monthly_dca_cash,2026-01-13,404059.66,240000.0,164059.66,160000.0,0.0,0.010149,-0.011991,0.302804,0.240493,0.195623,0.15792,0.10316
monthly_dca_cash,2026-01-14,405429.15,240000.0,165429.15,160000.0,0.0,0.013573,-0.008643,0.297399,0.241035,0.196273,0.160162,0.105131
monthly_dca_cash,2026-01-15,407586.19,240000.0,167586.19,160000.0,0.0,0.018965,-0.003368,0.29089,0.241559,0.197386,0.166509,0.103657
monthly_dca_cash,2026-01-16,411667.71,240000.0,171667.71,160000.0,0.0,0.029169,0.0,0.292875,0.238867,0.197886,0.167937,0.102435
monthly_dca_cash,2026-01-19,410792.09,240000.0,170792.09,160000.0,0.0,0.02698,-0.002127,0.295604,0.23727,0.196703,0.167939,0.102484
monthly_dca_cash,2026-01-20,408098.77,240000.0,168098.77,160000.0,0.0,0.020247,-0.008669,0.295885,0.235088,0.196226,0.169581,0.10322
monthly_dca_cash,2026-01-21,410827.06,240000.0,170827.06,160000.0,0.0,0.027068,-0.002042,0.29379,0.234032,0.199135,0.167131,0.105912
monthly_dca_cash,2026-01-22,410902.77,240000.0,170902.77,160000.0,0.0,0.027257,-0.001858,0.292433,0.238955,0.199046,0.163106,0.10646
monthly_dca_cash,2026-01-23,411769.46,240000.0,171769.46,160000.0,0.0,0.029424,0.0,0.295667,0.235066,0.197223,0.166299,0.105745
monthly_dca_cash,2026-01-26,407304.9,240000.0,167304.9,160000.0,0.0,0.018262,-0.010842,0.291199,0.238333,0.19912,0.16363,0.107717
monthly_dca_cash,2026-01-27,409434.23,240000.0,169434.23,160000.0,0.0,0.023586,-0.005671,0.28807,0.240655,0.198279,0.164953,0.108042
monthly_dca_cash,2026-01-28,409294.74,240000.0,169294.74,160000.0,0.0,0.023237,-0.00601,0.282998,0.241844,0.198997,0.16743,0.108731
monthly_dca_cash,2026-01-29,404790.23,240000.0,164790.23,160000.0,0.0,0.011976,-0.016949,0.285643,0.243369,0.198172,0.164257,0.108559
monthly_dca_cash,2026-01-30,405457.52,240000.0,165457.52,160000.0,0.0,0.013644,-0.015329,0.283042,0.247199,0.19794,0.163328,0.10849
monthly_dca_cash,2026-02-02,400086.96,160000.0,240086.96,240000.0,0.0,0.000217,-0.028371,0.29128,0.248775,0.198364,0.156793,0.104787
monthly_dca_cash,2026-02-03,405894.37,160000.0,245894.37,240000.0,0.0,0.014736,-0.014268,0.292193,0.248921,0.195978,0.158173,0.104736
monthly_dca_cash,2026-02-04,401975.73,160000.0,241975.73,240000.0,0.0,0.004939,-0.023784,0.295605,0.245531,0.195064,0.1602,0.1036
monthly_dca_cash,2026-02-05,398515.73,160000.0,238515.73,240000.0,0.0,-0.003711,-0.032187,0.293582,0.244867,0.19582,0.162253,0.103479
monthly_dca_cash,2026-02-06,398912.17,160000.0,238912.17,240000.0,0.0,-0.00272,-0.031224,0.29825,0.242614,0.195495,0.161082,0.102559
monthly_dca_cash,2026-02-09,405380.74,160000.0,245380.74,240000.0,0.0,0.013452,-0.015515,0.294849,0.246232,0.195524,0.16026,0.103134
monthly_dca_cash,2026-02-10,406742.11,160000.0,246742.11,240000.0,0.0,0.016855,-0.012209,0.295626,0.245384,0.196164,0.159114,0.103712
monthly_dca_cash,2026-02-11,403521.56,160000.0,243521.56,240000.0,0.0,0.008804,-0.02003,0.296164,0.244231,0.196147,0.159537,0.103921
monthly_dca_cash,2026-02-12,406462.52,160000.0,246462.52,240000.0,0.0,0.016156,-0.012888,0.295221,0.245151,0.195813,0.158595,0.105219
monthly_dca_cash,2026-02-13,406367.0,160000.0,246367.0,240000.0,0.0,0.015917,-0.01312,0.297002,0.242433,0.195315,0.160231,0.105018
monthly_dca_cash,2026-02-24,408196.58,160000.0,248196.58,240000.0,0.0,0.020491,-0.008677,0.292607,0.247246,0.196438,0.160005,0.103704
monthly_dca_cash,2026-02-25,410927.89,160000.0,250927.89,240000.0,0.0,0.02732,-0.002044,0.289604,0.246564,0.196552,0.165476,0.101804
monthly_dca_cash,2026-02-26,413857.3,160000.0,253857.3,240000.0,0.0,0.034643,0.0,0.284465,0.25042,0.198459,0.165265,0.101392
monthly_dca_cash,2026-02-27,410844.34,160000.0,250844.34,240000.0,0.0,0.027111,-0.00728,0.285881,0.248906,0.198308,0.163642,0.103263
monthly_dca_cash,2026-03-02,407596.05,80000.0,327596.05,320000.0,0.0,0.01899,-0.015129,0.286315,0.25318,0.199178,0.159565,0.101762
monthly_dca_cash,2026-03-03,392190.08,80000.0,312190.08,320000.0,0.0,-0.019525,-0.052354,0.285324,0.256632,0.199111,0.158301,0.100632
monthly_dca_cash,2026-03-04,391062.72,80000.0,311062.72,320000.0,0.0,-0.022343,-0.055078,0.285373,0.255961,0.19893,0.158425,0.101311
monthly_dca_cash,2026-03-05,396250.71,80000.0,316250.71,320000.0,0.0,-0.009373,-0.042543,0.283793,0.257275,0.199219,0.158391,0.101323
monthly_dca_cash,2026-03-06,396607.02,80000.0,316607.02,320000.0,0.0,-0.008482,-0.041682,0.286571,0.256461,0.198994,0.15627,0.101704
monthly_dca_cash,2026-03-09,391645.57,80000.0,311645.57,320000.0,0.0,-0.020886,-0.05367,0.28838,0.25415,0.199159,0.15436,0.103952
monthly_dca_cash,2026-03-10,401123.83,80000.0,321123.83,320000.0,0.0,0.00281,-0.030768,0.287504,0.257766,0.198528,0.153549,0.102653
monthly_dca_cash,2026-03-11,400224.35,80000.0,320224.35,320000.0,0.0,0.000561,-0.032941,0.28812,0.259786,0.198501,0.152059,0.101534
monthly_dca_cash,2026-03-12,396254.61,80000.0,316254.61,320000.0,0.0,-0.009363,-0.042533,0.28786,0.260159,0.19892,0.151491,0.101569
monthly_dca_cash,2026-03-13,392619.43,80000.0,312619.43,320000.0,0.0,-0.018451,-0.051317,0.286697,0.260263,0.200035,0.151821,0.101183
monthly_dca_cash,2026-03-16,396120.24,80000.0,316120.24,320000.0,0.0,-0.009699,-0.042858,0.284104,0.261583,0.200189,0.152263,0.10186
monthly_dca_cash,2026-03-17,387520.84,80000.0,307520.84,320000.0,0.0,-0.031198,-0.063637,0.287065,0.258099,0.200612,0.152065,0.10216
monthly_dca_cash,2026-03-18,394466.12,80000.0,314466.12,320000.0,0.0,-0.013835,-0.046855,0.282674,0.262431,0.199754,0.151997,0.103144
monthly_dca_cash,2026-03-19,388237.25,80000.0,308237.25,320000.0,0.0,-0.029407,-0.061906,0.280829,0.265849,0.199235,0.15153,0.102558
monthly_dca_cash,2026-03-20,385461.08,80000.0,305461.08,320000.0,0.0,-0.036347,-0.068614,0.277962,0.269624,0.19982,0.151991,0.100603
monthly_dca_cash,2026-03-23,371739.01,80000.0,291739.01,320000.0,0.0,-0.070652,-0.10177,0.282421,0.267792,0.198308,0.151855,0.099625
monthly_dca_cash,2026-03-24,376008.21,80000.0,296008.21,320000.0,0.0,-0.059979,-0.091454,0.281868,0.268137,0.197662,0.152027,0.100306
monthly_dca_cash,2026-03-25,384576.5,80000.0,304576.5,320000.0,0.0,-0.038559,-0.070751,0.278769,0.271225,0.197634,0.152249,0.100123
