strategy,date,total_value,cash,market_value,principal_invested,return_on_principal_cap,drawdown_from_strategy_high,weight_159259,weight_159222,weight_515180
one_shot_full,2026-03-06,430374.62,0.0,430374.62,400000.0,0.075937,-0.014766,0.281131,0.422387,0.296482
one_shot_full,2026-03-09,430357.57,0.0,430357.57,400000.0,0.075894,-0.014805,0.27935,0.423548,0.297102
one_shot_full,2026-03-10,432748.43,0.0,432748.43,400000.0,0.081871,-0.009332,0.286973,0.419786,0.293241
one_shot_full,2026-03-11,436558.79,0.0,436558.79,400000.0,0.091397,-0.000609,0.285731,0.419787,0.294483
one_shot_full,2026-03-12,438528.77,0.0,438528.77,400000.0,0.096322,0.0,0.283191,0.419865,0.296944
one_shot_full,2026-03-13,435743.6,0.0,435743.6,400000.0,0.089359,-0.006351,0.283484,0.418877,0.297639
one_shot_full,2026-03-16,432405.76,0.0,432405.76,400000.0,0.081014,-0.013963,0.286436,0.415849,0.297715
one_shot_full,2026-03-17,425819.54,0.0,425819.54,400000.0,0.064549,-0.028982,0.281292,0.418234,0.300474
one_shot_full,2026-03-18,426926.79,0.0,426926.79,400000.0,0.067317,-0.026457,0.287015,0.415132,0.297853
one_shot_full,2026-03-19,419450.33,0.0,419450.33,400000.0,0.048626,-0.043506,0.283724,0.415195,0.30108
one_shot_full,2026-03-20,416895.51,0.0,416895.51,400000.0,0.042239,-0.049331,0.284934,0.413607,0.301459
one_shot_full,2026-03-23,405239.36,0.0,405239.36,400000.0,0.013098,-0.075912,0.280894,0.416088,0.303018
one_shot_full,2026-03-24,411571.26,0.0,411571.26,400000.0,0.028928,-0.061473,0.284337,0.413275,0.302388
one_shot_full,2026-03-25,417467.54,0.0,417467.54,400000.0,0.043669,-0.048027,0.287711,0.413335,0.298954
one_shot_full,2026-03-26,415562.74,0.0,415562.74,400000.0,0.038907,-0.052371,0.287704,0.411972,0.300324
one_shot_full,2026-03-27,417454.73,0.0,417454.73,400000.0,0.043637,-0.048056,0.28904,0.411579,0.299381
one_shot_full,2026-03-30,419931.12,0.0,419931.12,400000.0,0.049828,-0.042409,0.288648,0.410617,0.300736
one_shot_full,2026-03-31,414366.48,0.0,414366.48,400000.0,0.035916,-0.055099,0.28561,0.412567,0.301823
one_shot_full,2026-04-01,418497.99,0.0,418497.99,400000.0,0.046245,-0.045677,0.289636,0.411729,0.298635
one_shot_full,2026-04-02,414586.86,0.0,414586.86,400000.0,0.036467,-0.054596,0.28599,0.412348,0.301663
one_shot_full,2026-04-03,411924.14,0.0,411924.14,400000.0,0.02981,-0.060668,0.289711,0.411129,0.299161
one_shot_full,2026-04-07,413721.78,0.0,413721.78,400000.0,0.034304,-0.056569,0.290849,0.410235,0.298916
one_shot_full,2026-04-08,425180.98,0.0,425180.98,400000.0,0.062952,-0.030438,0.299597,0.407284,0.293119
one_shot_full,2026-04-09,423792.45,0.0,423792.45,400000.0,0.059481,-0.033604,0.300319,0.407456,0.292225
one_shot_full,2026-04-10,428293.26,0.0,428293.26,400000.0,0.070733,-0.023341,0.304881,0.405761,0.289358
one_shot_full,2026-04-13,428744.08,0.0,428744.08,400000.0,0.07186,-0.022313,0.307131,0.403612,0.289258
one_shot_full,2026-04-14,432895.66,0.0,432895.66,400000.0,0.082239,-0.012845,0.313858,0.399457,0.286685
one_shot_full,2026-04-15,430551.81,0.0,430551.81,400000.0,0.07638,-0.01819,0.310704,0.39963,0.289666
one_shot_full,2026-04-16,435573.68,0.0,435573.68,400000.0,0.088934,-0.006739,0.314458,0.398414,0.287128
one_shot_full,2026-04-17,436234.34,0.0,436234.34,400000.0,0.090586,-0.005232,0.320802,0.394707,0.284491
one_shot_full,2026-04-20,436221.51,0.0,436221.51,400000.0,0.090554,-0.005261,0.322075,0.393025,0.2849
one_shot_full,2026-04-21,439094.2,0.0,439094.2,400000.0,0.097735,0.0,0.324485,0.389894,0.285622
one_shot_full,2026-04-22,442351.31,0.0,442351.31,400000.0,0.105878,0.0,0.328821,0.387857,0.283321
one_shot_full,2026-04-23,440049.0,0.0,440049.0,400000.0,0.100123,-0.005205,0.324281,0.389327,0.286391
one_shot_full,2026-04-24,439469.37,0.0,439469.37,400000.0,0.098673,-0.006515,0.324709,0.388721,0.28657
one_shot_full,2026-04-27,441767.63,0.0,441767.63,400000.0,0.104419,-0.001319,0.329256,0.385862,0.284882
one_shot_full,2026-04-28,441006.79,0.0,441006.79,400000.0,0.102517,-0.003039,0.324327,0.387924,0.28775
one_shot_full,2026-04-29,447938.18,0.0,447938.18,400000.0,0.119845,0.0,0.325458,0.388515,0.286027
one_shot_full,2026-04-30,447342.74,0.0,447342.74,400000.0,0.118357,-0.001329,0.326877,0.387106,0.286017
one_shot_full,2026-05-06,452592.1,0.0,452592.1,400000.0,0.13148,0.0,0.332824,0.383704,0.283471
one_shot_full,2026-05-07,451407.62,0.0,451407.62,400000.0,0.128519,-0.002617,0.339068,0.381167,0.279765
one_shot_full,2026-05-08,449963.4,0.0,449963.4,400000.0,0.124908,-0.005808,0.338932,0.38157,0.279499
one_shot_full,2026-05-11,456197.43,0.0,456197.43,400000.0,0.140494,0.0,0.344928,0.378244,0.276828
one_shot_full,2026-05-12,455258.54,0.0,455258.54,400000.0,0.138146,-0.002058,0.346124,0.376861,0.277015
one_shot_full,2026-05-13,458448.18,0.0,458448.18,400000.0,0.14612,0.0,0.350205,0.37585,0.273945
one_shot_full,2026-05-14,450323.41,0.0,450323.41,400000.0,0.125809,-0.017722,0.346002,0.377438,0.27656
one_shot_full,2026-05-15,445003.86,0.0,445003.86,400000.0,0.11251,-0.029326,0.343947,0.376972,0.279081
one_shot_full,2026-05-18,443171.76,0.0,443171.76,400000.0,0.107929,-0.033322,0.346861,0.374087,0.279052
one_shot_full,2026-05-19,445770.68,0.0,445770.68,400000.0,0.114427,-0.027653,0.350277,0.371906,0.277817
one_shot_full,2026-05-20,447230.19,0.0,447230.19,400000.0,0.118075,-0.024469,0.354555,0.369316,0.27613
one_shot_full,2026-05-21,435341.32,0.0,435341.32,400000.0,0.088353,-0.050402,0.348291,0.372051,0.279658
one_shot_full,2026-05-22,440627.6,0.0,440627.6,400000.0,0.101569,-0.038872,0.355866,0.368426,0.275708
one_shot_full,2026-05-25,445135.65,0.0,445135.65,400000.0,0.112839,-0.029038,0.363897,0.362206,0.273897
one_shot_full,2026-05-26,444755.15,0.0,444755.15,400000.0,0.111888,-0.029868,0.359996,0.365283,0.274721
one_shot_full,2026-05-27,440279.61,0.0,440279.61,400000.0,0.100699,-0.039631,0.360903,0.363965,0.275133
one_shot_full,2026-05-28,443466.46,0.0,443466.46,400000.0,0.108666,-0.032679,0.367751,0.359684,0.272565
one_shot_full,2026-05-29,442911.97,0.0,442911.97,400000.0,0.10728,-0.033889,0.361743,0.361801,0.276455
one_shot_full,2026-06-01,441423.77,0.0,441423.77,400000.0,0.103559,-0.037135,0.349483,0.365809,0.284708
one_shot_full,2026-06-02,447685.99,0.0,447685.99,400000.0,0.119215,-0.023475,0.359362,0.360692,0.279945
one_shot_full,2026-06-03,452784.84,0.0,452784.84,400000.0,0.131962,-0.012353,0.368944,0.354456,0.2766
one_shot_full,2026-06-04,452443.91,0.0,452443.91,400000.0,0.13111,-0.013097,0.375067,0.349283,0.27565
one_shot_full,2026-06-05,445606.19,0.0,445606.19,400000.0,0.114015,-0.028012,0.367964,0.352156,0.27988
one_shot_full,2026-06-08,437970.86,0.0,437970.86,400000.0,0.094927,-0.044667,0.365321,0.352113,0.282566
one_shot_full,2026-06-09,446362.54,0.0,446362.54,400000.0,0.115906,-0.026362,0.378943,0.344391,0.276666
one_shot_full,2026-06-10,440058.26,0.0,440058.26,400000.0,0.100146,-0.040113,0.376108,0.344849,0.279042
one_shot_full,2026-06-11,439857.75,0.0,439857.75,400000.0,0.099644,-0.040551,0.375779,0.345846,0.278375
one_shot_full,2026-06-12,446133.92,0.0,446133.92,400000.0,0.115335,-0.026861,0.375679,0.345946,0.278374
one_shot_full,2026-06-15,457823.83,0.0,457823.83,400000.0,0.14456,-0.001362,0.397136,0.333887,0.268977
one_shot_full,2026-06-16,456740.87,0.0,456740.87,400000.0,0.141852,-0.003724,0.406763,0.328212,0.265026
one_shot_full,2026-06-17,459774.12,0.0,459774.12,400000.0,0.149435,0.0,0.414864,0.324708,0.260428
one_shot_full,2026-06-18,460152.26,0.0,460152.26,400000.0,0.150381,0.0,0.424102,0.320429,0.255469
one_shot_full,2026-06-22,469245.99,0.0,469245.99,400000.0,0.173115,0.0,0.428799,0.317891,0.25331
one_shot_full,2026-06-23,454529.69,0.0,454529.69,400000.0,0.136324,-0.031362,0.420621,0.31979,0.25959
one_shot_full,2026-06-24,456513.85,0.0,456513.85,400000.0,0.141285,-0.027133,0.429896,0.314895,0.255209
one_shot_full,2026-06-25,458073.03,0.0,458073.03,400000.0,0.145183,-0.02381,0.437574,0.311136,0.25129
one_shot_full,2026-06-26,444048.86,0.0,444048.86,400000.0,0.110122,-0.053697,0.431541,0.313756,0.254703
one_shot_full,2026-06-29,443289.17,0.0,443289.17,400000.0,0.108223,-0.055316,0.427558,0.316515,0.255927
one_shot_full,2026-06-30,446307.8,0.0,446307.8,400000.0,0.115769,-0.048883,0.438492,0.311617,0.249891
